building,amenity,office,shop,tourism,name,height_m,height_source,area_m2,wkt
yes,,,,,,10.5,default,611.4,"POLYGON ((357748.9662448112 3464280.9868922723, 357758.3160511278 3464249.517686417, 357773.9425459601 3464254.1064405628, 357762.38029080915 3464293.011621052, 357754.1418066204 3464290.59551774, 357754.8882904658 3464288.0797754065, 357753.00534621795 3464287.5177023252, 357754.4618967593 3464282.6086663636, 357748.9662448112 3464280.9868922723))"
yes,,,,,,10.5,default,1543.7,"POLYGON ((359425.8549019308 3464813.398556163, 359506.7078300351 3464811.2621227643, 359506.3476643985 3464797.8741671564, 359424.5240331589 3464800.034693266, 359424.19765203784 3464787.7549569276, 359393.0533626239 3464788.571489731, 359393.4167926907 3464802.192226316, 359422.6482451563 3464801.412413421, 359422.9621405703 3464813.4705825024, 359425.8549019308 3464813.398556163))"
yes,,,mall,,上海合生汇,21.0,levels_x3.5,24614.6,"POLYGON ((358507.1918773089 3463909.393841935, 358515.1879782772 3463908.654078029, 358523.3240484536 3463910.528912009, 358530.3213855929 3463914.7916742433, 358535.0782010936 3463920.2154973634, 358537.0389721639 3463925.8433182766, 358538.14372284844 3463931.527026846, 358538.19019784883 3463934.9743871973, 358542.11487059266 3463937.2829610547, 358532.8294592603 3463963.8390135006, 358554.66747444595 3463970.8951478032, 358555.50461765006 3463968.733028991, 358577.04667843756 3463978.5538045783, 358577.8896519573 3463976.8239933, 358590.31593091355 3463984.8274737564, 358609.0144866697 3463992.7464481113, 358625.8091480825 3464003.4960590936, 358628.1626342909 3464001.5352519476, 358641.4521340028 3464009.3165109423, 358646.27468930837 3464013.9745073877, 358658.0408291238 3464004.7802902823, 358662.21631191444 3464009.458096786, 358672.4298212217 3464013.622193354, 358680.9322313998 3464018.6741125844, 358687.927114081 3464024.1787247923, 358693.2012326664 3464030.5601958977, 358696.7633964486 3464038.472524096, 358697.5380913436 3464047.930191379, 358697.0038795959 3464056.3300689505, 358692.95961165044 3464060.6861991817, 358686.6960166696 3464061.41358667, 358681.6842626622 3464058.254835315, 358674.1958147582 3464064.165161519, 358674.6733862988 3464067.8173630764, 358674.50374539715 3464071.4782819413, 358679.70387231174 3464079.435063798, 358680.42423956876 3464082.0307523557, 358680.12246800645 3464084.3630383727, 358678.37070459395 3464086.47094489, 358651.26965093915 3464103.510499933, 358648.88840947323 3464103.4095375207, 358646.47364714555 3464102.2336103856, 358644.318623061 3464099.845726462, 358627.68273065396 3464074.7254969245, 358620.86454416055 3464069.6176675158, 358614.31329843577 3464064.5395056102, 358609.2630269448 3464059.230472852, 358604.3236932368 3464061.447866311, 358600.7722624278 3464055.043222635, 358590.66602129536 3464058.838054034, 358592.464894778 3464063.7585120196, 358579.99568441766 3464069.5142986076, 358573.94902281143 3464069.3851485, 358553.74504958483 3464062.77260078, 358531.3813481167 3464055.5461761043, 358511.3912476017 3464047.855406327, 358490.4878007581 3464037.3831226537, 358492.99334395956 3464030.4644427556, 358466.50315123773 3464022.2072975547, 358464.2108521296 3464028.701810402, 358448.8011991513 3464023.9538889043, 358438.88118838635 3464026.0279040146, 358431.1519112415 3464014.08085268, 358437.76830806176 3464007.7497291453, 358432.222911688 3463997.502751545, 358429.5673408236 3463992.593875657, 358433.45961007336 3463981.210671875, 358410.97709011997 3463973.6645779824, 358408.6935210059 3463971.633250427, 358406.946639347 3463969.1622967515, 358406.33646863134 3463965.5673262337, 358418.1370528876 3463932.1255782014, 358420.3979780034 3463929.655980561, 358423.5679505327 3463928.238449295, 358426.9877413483 3463928.402958099, 358457.4356349349 3463939.2785432804, 358460.03199879033 3463941.9154348187, 358461.1353891052 3463944.6722461525, 358461.1898141519 3463948.7070995346, 358475.4265205384 3463954.0030292147, 358481.3364609915 3463935.519270015, 358486.9679592626 3463920.3874774566, 358492.56601791305 3463922.540424853, 358496.0613632734 3463916.3068671944, 358500.7415719726 3463912.5185975875, 358507.1918773089 3463909.393841935))"
commercial,,,,,,180.0,measured,2168.0,"POLYGON ((358433.45961007336 3463981.210671875, 358410.97709011997 3463973.6645779824, 358408.6935210059 3463971.633250427, 358406.946639347 3463969.1622967515, 358406.33646863134 3463965.5673262337, 358418.1370528876 3463932.1255782014, 358420.3979780034 3463929.655980561, 358423.5679505327 3463928.238449295, 358426.9877413483 3463928.402958099, 358457.4356349349 3463939.2785432804, 358460.03199879033 3463941.9154348187, 358461.1353891052 3463944.6722461525, 358461.1898141519 3463948.7070995346, 358460.43820466904 3463952.9745609495, 358450.9949463953 3463979.8099960526, 358448.65000961453 3463982.4026753763, 358445.37759691983 3463983.9878834975, 358441.31344792043 3463984.042711329, 358433.45961007336 3463981.210671875))"
commercial,,,,hotel,上海五角场凯悦酒店 Hyatt Regency,105.0,measured,1613.2,"POLYGON ((358648.88840947323 3464103.4095375207, 358651.26965093915 3464103.510499933, 358678.37070459395 3464086.47094489, 358680.12246800645 3464084.3630383727, 358680.42423956876 3464082.0307523557, 358679.70387231174 3464079.435063798, 358674.50374539715 3464071.4782819413, 358662.9244127607 3464054.959748088, 358659.396314031 3464053.1114345584, 358655.8884107129 3464053.469117408, 358628.25187351136 3464069.6290002116, 358627.2377693797 3464072.081753559, 358627.68273065396 3464074.7254969245, 358644.318623061 3464099.845726462, 358646.47364714555 3464102.2336103856, 358648.88840947323 3464103.4095375207))"
yes,,,,,,10.5,default,752.0,"POLYGON ((359481.4816657621 3464863.7520364956, 359492.3970148654 3464863.5503878295, 359492.6988678629 3464878.979086239, 359513.45395654696 3464878.579140776, 359513.32844720024 3464872.050732618, 359521.0176476566 3464871.903407953, 359521.4289150586 3464893.3729124693, 359514.24398569117 3464893.5023972173, 359514.1177341432 3464886.918565187, 359490.6883684276 3464887.3543320517, 359490.92188118293 3464899.8127000723, 359483.4325585258 3464899.9573702803, 359483.2395882086 3464889.8155876463, 359477.94840145303 3464889.908642305, 359475.0265823233 3464886.388940549, 359475.9203745879 3464882.0531379003, 359478.06904396927 3464879.7293981784, 359481.75887174526 3464878.0502180387, 359481.4816657621 3464863.7520364956))"
yes,,,,,上海体育学院综合馆,10.5,default,4527.7,"POLYGON ((359496.14905426005 3465120.202543077, 359560.9968308745 3465120.043614046, 359561.17154275964 3465191.3844515127, 359503.0440950433 3465191.530985067, 359503.00913905376 3465176.841517163, 359496.28939013474 3465176.8650119575, 359496.14905426005 3465120.202543077))"
yes,,,,,创智天地企业天地,10.5,default,1863.7,"POLYGON ((357925.63867951557 3464733.085969505, 357958.2073541827 3464711.602144833, 357970.6288488379 3464688.3401213, 357963.1896393768 3464685.170232445, 357966.37615305977 3464677.9650046728, 357958.33338094 3464675.213502984, 357949.92654703185 3464691.2701800866, 357937.93899872486 3464686.1219242783, 357944.717098224 3464670.6970671937, 357941.61412699486 3464669.3088866994, 357932.58505355346 3464669.641809075, 357916.80204799236 3464701.9408193454, 357923.82250139624 3464705.116346961, 357926.33731744776 3464708.763111785, 357925.1676881424 3464713.0695517403, 357911.48318960017 3464718.975695618, 357916.7374577292 3464728.0955029475, 357921.6708760987 3464726.177185232, 357925.63867951557 3464733.085969505))"
yes,,,,,创智天地三期 12 号楼,10.5,default,1479.1,"POLYGON ((357950.9008095121 3464628.94907349, 357988.18218887434 3464646.870613736, 358004.38135025674 3464615.0539154722, 357968.2273567696 3464596.7400990254, 357950.9008095121 3464628.94907349))"
yes,,,,,创智天地三期 11 号楼,10.5,default,1564.9,"POLYGON ((357985.8603948642 3464566.0680781985, 358020.422635893 3464582.8180863857, 358038.33741071017 3464546.2219931125, 358003.7750844872 3464529.471923413, 357985.8603948642 3464566.0680781985))"
yes,,,,,,10.5,default,1290.4,"POLYGON ((357761.6833686762 3464695.173464576, 357819.9153105853 3464694.0625436003, 357819.75560925313 3464682.2794132642, 357817.48884566664 3464680.081683987, 357817.3766176399 3464671.801346956, 357761.0531725504 3464672.5648804614, 357761.6833686762 3464695.173464576))"
yes,,,,,,10.5,default,2735.5,"POLYGON ((357705.17877493834 3464742.9257521876, 357739.87986742513 3464742.543798612, 357739.5549901553 3464712.270072289, 357746.71228231397 3464712.19518725, 357746.2808495236 3464671.9558490464, 357704.41268674505 3464672.412809961, 357705.17877493834 3464742.9257521876))"
apartments,,,,,公寓楼,84.0,levels_x3.5,1321.3,"POLYGON ((359077.4390470864 3464232.493172601, 359157.651180938 3464259.5764575074, 359152.3528021374 3464274.0492688315, 359072.20441787294 3464247.4529894236, 359077.4390470864 3464232.493172601))"
residential,,,,,公寓楼,21.0,levels_x3.5,348.0,"POLYGON ((359244.4529452 3464244.28709159, 359276.38239198166 3464255.045311647, 359273.3251166616 3464264.8648236673, 359241.2625972334 3464254.1194861066, 359244.4529452 3464244.28709159))"
residential,,,,,公寓楼,21.0,levels_x3.5,321.3,"POLYGON ((359328.8276475095 3464243.9204853945, 359358.31901110534 3464253.181669601, 359355.13019596715 3464263.1359580522, 359325.64659068885 3464253.741639032, 359328.8276475095 3464243.9204853945))"
apartments,,,,,公寓楼,63.0,levels_x3.5,671.4,"POLYGON ((359058.34119424544 3464167.858943553, 359011.390036982 3464151.4715718967, 359007.09855538904 3464164.356612509, 359054.42873459717 3464180.6169169596, 359058.34119424544 3464167.858943553))"
residential,,,,,公寓楼,14.0,levels_x3.5,460.1,"POLYGON ((359186.6885808178 3464254.1533210548, 359229.1332694605 3464268.1849950715, 359226.0666733574 3464278.015735227, 359183.6218701331 3464263.9729899648, 359186.6885808178 3464254.1533210548))"
residential,,,,,公寓楼,21.0,levels_x3.5,348.0,"POLYGON ((359283.44209024025 3464257.6114433743, 359315.371451503 3464268.369779326, 359312.3141449524 3464278.1892789896, 359280.2517111901 3464267.4438250423, 359283.44209024025 3464257.6114433743))"
residential,,,,,公寓楼,21.0,levels_x3.5,513.4,"POLYGON ((359115.9528396849 3464189.835218203, 359065.9550309142 3464174.1093786354, 359068.76974839426 3464164.67000675, 359118.76923353854 3464180.517793245, 359115.9528396849 3464189.835218203))"
residential,,,,,公寓楼,21.0,levels_x3.5,348.0,"POLYGON ((359291.64998901717 3464232.223596032, 359323.5792675577 3464242.9708743254, 359320.52209317626 3464252.80145545, 359288.4594445224 3464242.044889554, 359291.64998901717 3464232.223596032))"
residential,,,,,公寓楼,14.0,levels_x3.5,321.4,"POLYGON ((359315.7618655126 3464283.287295393, 359345.2531340875 3464292.5484398007, 359342.0643454641 3464302.502733649, 359312.5713173772 3464293.108582027, 359315.7618655126 3464283.287295393))"
residential,,,,,公寓楼,3.5,levels_x3.5,272.6,"POLYGON ((359240.16122750664 3464257.8815811058, 359272.1000078262 3464268.6285745627, 359269.6419109127 3464276.2781368187, 359237.7144526995 3464265.6640407657, 359240.16122750664 3464257.8815811058))"
residential,,,,,公寓楼,21.0,levels_x3.5,480.2,"POLYGON ((359151.521360968 3464128.4360127957, 359196.13173818664 3464142.072644176, 359193.062450542 3464151.703866585, 359148.40021043585 3464138.455982203, 359151.521360968 3464128.4360127957))"
residential,,,,,公寓楼,21.0,levels_x3.5,348.0,"POLYGON ((359253.5536406231 3464218.7541927216, 359285.48315268714 3464229.5124425604, 359282.4258600368 3464239.331951004, 359250.363274995 3464228.586583533, 359253.5536406231 3464218.7541927216))"
residential,,,,,公寓楼,21.0,levels_x3.5,348.0,"POLYGON ((359227.22846699756 3464312.102972284, 359259.1672497927 3464322.8610064387, 359256.1004965281 3464332.6806533756, 359224.04767712124 3464321.9352465887, 359227.22846699756 3464312.102972284))"
residential,,,,,公寓楼,3.5,levels_x3.5,355.5,"POLYGON ((359191.55456753727 3464241.5045594694, 359233.49664843304 3464255.676039313, 359231.0482419197 3464263.336568433, 359189.3648001034 3464249.283582621, 359191.55456753727 3464241.5045594694))"
residential,,,,,公寓楼,21.0,levels_x3.5,564.0,"POLYGON ((359124.16015099396 3464182.862320769, 359176.22956313094 3464200.456459816, 359173.1723608875 3464210.2760030893, 359120.96810551255 3464192.561737425, 359124.16015099396 3464182.862320769))"
residential,,,,,公寓楼,3.5,levels_x3.5,272.7,"POLYGON ((359266.53120562877 3464310.5002880646, 359298.46028072824 3464321.247483409, 359296.01184589916 3464328.907996908, 359264.0844263228 3464318.2827418814, 359266.53120562877 3464310.5002880646))"
residential,,,,,公寓楼,7.0,levels_x3.5,542.7,"POLYGON ((359021.641340961 3464096.831353165, 359073.71136775723 3464114.425003241, 359070.51591893146 3464123.8694860074, 359018.8266431553 3464106.2707376783, 359021.641340961 3464096.831353165))"
residential,,,,,公寓楼,3.5,levels_x3.5,401.8,"POLYGON ((359079.97718228505 3464185.4512598533, 359119.47731260833 3464198.5131647927, 359116.2784303642 3464207.7026849114, 359077.0353072414 3464194.637341421, 359079.97718228505 3464185.4512598533))"
residential,,,,,公寓楼,21.0,levels_x3.5,559.9,"POLYGON ((359017.66564627725 3464114.800963034, 359069.7355935201 3464132.3945908286, 359066.5452169756 3464142.2159568793, 359014.6533188895 3464124.4093060833, 359017.66564627725 3464114.800963034))"
apartments,,,,,公寓楼,91.0,levels_x3.5,1175.3,"POLYGON ((359060.11111798504 3464242.925736775, 359065.03270375007 3464228.7572776107, 358991.67434705456 3464203.8220893326, 358987.40080897446 3464218.7468631277, 359060.11111798504 3464242.925736775))"
residential,,,,,公寓楼,21.0,levels_x3.5,460.3,"POLYGON ((359205.2722137943 3464202.505778682, 359247.71722696285 3464216.5486182687, 359244.6601132492 3464226.3792234273, 359202.20561659883 3464212.336525028, 359205.2722137943 3464202.505778682))"
residential,,,,,公寓楼,3.5,levels_x3.5,272.8,"POLYGON ((359227.02827756683 3464297.182900354, 359258.96695631935 3464307.929850582, 359256.50902854174 3464315.5905017606, 359224.58152335323 3464304.9653641856, 359227.02827756683 3464297.182900354))"
residential,,,,,公寓楼,14.0,levels_x3.5,321.1,"POLYGON ((359302.7541874226 3464322.719870041, 359332.24536073534 3464331.980974805, 359329.0564499736 3464341.924189286, 359299.57318315096 3464332.541034406, 359302.7541874226 3464322.719870041))"
residential,,,,,公寓楼,21.0,levels_x3.5,563.9,"POLYGON ((359114.58149519505 3464211.06258212, 359166.6507889038 3464228.656669842, 359163.59196864616 3464238.354284669, 359111.3912548077 3464220.895019706, 359114.58149519505 3464211.06258212))"
residential,,,,,公寓楼,21.0,levels_x3.5,546.2,"POLYGON ((359076.91067450907 3464134.3270953735, 359128.98041304987 3464151.9210104407, 359125.53925387637 3464161.501814993, 359073.97057152644 3464143.646193728, 359076.91067450907 3464134.3270953735))"
residential,,,,,公寓楼,14.0,levels_x3.5,347.8,"POLYGON ((359234.9031848493 3464270.4025370544, 359266.8419340756 3464281.1495135087, 359263.7751590813 3464290.9691569316, 359231.7222240651 3464280.2237229953, 359234.9031848493 3464270.4025370544))"
residential,,,,,公寓楼,14.0,levels_x3.5,321.1,"POLYGON ((359309.01211198035 3464303.832839572, 359338.50333089265 3464313.0939634005, 359335.3144074272 3464323.0371752954, 359305.8310951056 3464313.6540013626, 359309.01211198035 3464303.832839572))"
residential,,,,,公寓楼,21.0,levels_x3.5,459.8,"POLYGON ((359195.90259354224 3464227.853858239, 359238.357038467 3464241.8965294734, 359235.2902759026 3464251.7161812354, 359192.8453827881 3464237.6733957753, 359195.90259354224 3464227.853858239))"
residential,,,,,公寓楼,21.0,levels_x3.5,348.0,"POLYGON ((359262.10877521755 3464323.575446299, 359294.037965258 3464334.333711853, 359290.9807014748 3464344.1532200496, 359258.9184397892 3464333.407836803, 359262.10877521755 3464323.575446299))"
residential,,,,,公寓楼,3.5,levels_x3.5,272.8,"POLYGON ((359278.88904201286 3464270.887904551, 359310.827738094 3464281.6350131826, 359308.369765705 3464289.295650342, 359276.44224259205 3464278.670354391, 359278.88904201286 3464270.887904551))"
residential,,,,,公寓楼,14.0,levels_x3.5,348.0,"POLYGON ((359272.93439164327 3464283.285142049, 359304.863688861 3464294.0434439764, 359301.8064009855 3464303.8629476787, 359269.7440316045 3464293.117527901, 359272.93439164327 3464283.285142049))"
residential,,,,,公寓楼,21.0,levels_x3.5,553.0,"POLYGON ((359133.85841951147 3464153.6404852946, 359185.92795480357 3464171.234676414, 359182.5991793345 3464180.680911057, 359130.7900850781 3464163.338236758, 359133.85841951147 3464153.6404852946))"
residential,,,,,公寓楼,21.0,levels_x3.5,321.4,"POLYGON ((359297.22959955566 3464338.7921255636, 359326.7112167147 3464348.053341163, 359323.53198313306 3464358.007515043, 359294.0392372991 3464348.6245045736, 359297.22959955566 3464338.7921255636))"
retail,,,,,综合服务楼,7.0,levels_x3.5,904.7,"POLYGON ((359221.5317023969 3464291.923927596, 359215.7639267136 3464309.019474261, 359179.0907812574 3464297.3162176297, 359180.69506568223 3464292.7269454137, 359165.81231110974 3464287.460943243, 359170.11240522726 3464275.207801309, 359221.5317023969 3464291.923927596))"
detached,,,,,功能建筑,7.0,levels_x3.5,353.8,"POLYGON ((359027.8795277438 3464189.155618269, 359003.12735565926 3464181.2396698636, 358998.83589852566 3464194.124715194, 359023.968752446 3464202.0355373146, 359027.8795277438 3464189.155618269))"
yes,,,,,,10.5,levels_x3.5,1315.5,"POLYGON ((359496.95607490756 3463758.1755645596, 359500.86584057205 3463745.1628399272, 359528.09852221946 3463756.993656049, 359535.1664778264 3463770.1144150537, 359544.08005970577 3463768.210143677, 359530.9429807821 3463741.2013516827, 359547.64657176693 3463729.547366829, 359558.4748580677 3463775.3901509983, 359554.9368629798 3463778.486349539, 359537.8634683338 3463780.998733344, 359525.2682973951 3463774.559646655, 359519.53362716537 3463765.7448658575, 359496.95607490756 3463758.1755645596))"
yes,,,,,,10.5,levels_x3.5,2409.0,"POLYGON ((359606.97756869835 3463755.4280743073, 359620.64326346805 3463760.0568887573, 359622.374859783 3463755.000356164, 359638.96686767135 3463760.6211130302, 359635.36637830804 3463771.1462174472, 359649.90218525566 3463776.0627710726, 359666.42079794704 3463727.792041612, 359651.970893973 3463722.8964870875, 359657.26659964526 3463707.4373058607, 359640.9805835108 3463701.923291283, 359635.53839066124 3463717.816822846, 359621.4711092147 3463713.060318389, 359606.97756869835 3463755.4280743073))"
yes,,,,,,7.0,levels_x3.5,3872.4,"POLYGON ((359290.09161331295 3463745.4480932304, 359311.98468343925 3463750.2322789757, 359334.9006334372 3463754.625849255, 359365.69207341556 3463756.3750602175, 359405.77437932516 3463755.9599216683, 359432.66810246126 3463752.4288353175, 359456.2417093031 3463746.9355875794, 359485.35689554794 3463737.9645662466, 359515.31251800637 3463724.924637543, 359534.6359554378 3463714.1224981323, 359561.96607730084 3463695.530147406, 359589.7815106781 3463670.5121715916, 359623.9076151008 3463634.7333557443, 359616.9270025864 3463628.8509957525, 359590.2330963067 3463656.592302193, 359568.8642538435 3463676.7567165196, 359540.1731818047 3463698.227634904, 359516.0953308522 3463711.5768340575, 359486.9079450427 3463725.1164608374, 359458.31085585087 3463734.390965369, 359424.522455406 3463742.7261998765, 359403.49454337684 3463745.6687247446, 359374.01089207124 3463746.3187828716, 359342.5134515035 3463744.457055204, 359317.7048591395 3463740.909258359, 359292.92541346035 3463735.276822923, 359290.09161331295 3463745.4480932304))"
yes,,,,,,17.5,levels_x3.5,1211.1,"POLYGON ((359745.9832477445 3463706.1181756747, 359736.5906617676 3463720.6231739298, 359795.5668637804 3463758.461136684, 359804.96900953475 3463743.956064999, 359745.9832477445 3463706.1181756747))"
yes,,,,,,17.5,levels_x3.5,686.5,"POLYGON ((359720.78163206455 3463730.8457900286, 359737.6709244102 3463771.5299874684, 359752.0808248862 3463765.605562366, 359735.2010995531 3463724.921216527, 359720.78163206455 3463730.8457900286))"
yes,,,,,,14.0,levels_x3.5,4290.3,"POLYGON ((359038.5823148981 3463752.8591219396, 359134.9915597444 3463764.358617504, 359140.2860153292 3463720.494925624, 359043.8762301617 3463708.9842829765, 359038.5823148981 3463752.8591219396))"
yes,,,,,,10.5,default,144.5,"POLYGON ((359564.6126669091 3463766.671454846, 359560.8921321869 3463780.313563079, 359570.76167054835 3463782.975334917, 359574.47269868595 3463769.33335793, 359564.6126669091 3463766.671454846))"
yes,,,,,,17.5,levels_x3.5,166.5,"POLYGON ((359705.0923328903 3463741.477039169, 359716.15089471906 3463746.9169019996, 359722.16750954033 3463734.8184794188, 359711.10893880157 3463729.3786099916, 359705.0923328903 3463741.477039169))"
yes,,,,,,14.0,levels_x3.5,2176.1,"POLYGON ((359049.7800025436 3463787.76499936, 359128.46344425203 3463797.16322361, 359131.753070072 3463769.901113773, 359053.0599117162 3463760.5029857527, 359049.7800025436 3463787.76499936))"
yes,,,,,,28.0,levels_x3.5,829.1,"POLYGON ((359922.47449902655 3463740.6019211095, 359911.76702361717 3463770.7232914865, 359912.37940368877 3463778.0877718474, 359915.0250934247 3463785.159027704, 359920.97245151806 3463790.678418725, 359943.72102650173 3463754.032577788, 359922.47449902655 3463740.6019211095))"
yes,,,,,,24.5,levels_x3.5,1147.9,"POLYGON ((359995.74154904275 3463767.9285019804, 360003.9929924384 3463755.6341393553, 359939.4758791651 3463712.713680576, 359931.21510174253 3463725.0193064585, 359995.74154904275 3463767.9285019804))"
yes,,,,,,24.5,levels_x3.5,790.0,"POLYGON ((359923.519439074 3463790.3561653215, 359968.08666938666 3463820.005857407, 359976.31959231023 3463807.756062415, 359931.75233717513 3463778.106334841, 359923.519439074 3463790.3561653215))"
yes,,,,,,24.5,levels_x3.5,816.9,"POLYGON ((359985.3891822067 3463796.1381399226, 359993.65947783005 3463783.8324287413, 359947.79555114394 3463753.3240824626, 359939.5254291368 3463765.6409150558, 359985.3891822067 3463796.1381399226))"
yes,,,,,,24.5,levels_x3.5,653.5,"POLYGON ((360009.56209225196 3463742.078423954, 360016.4135104982 3463731.875961781, 359972.13442235044 3463702.432859099, 359965.283024674 3463712.635350614, 360009.56209225196 3463742.078423954))"
apartments,,,,,,10.5,levels_x3.5,141.8,"POLYGON ((359373.8117623791 3463793.2626577066, 359370.89493728033 3463802.2154764403, 359385.2269548294 3463806.83505744, 359388.14379041607 3463797.882243029, 359373.8117623791 3463793.2626577066))"
apartments,,,,,,21.0,levels_x3.5,789.0,"POLYGON ((359715.67807785934 3463943.690175418, 359715.3873111181 3463956.831817709, 359775.3686785508 3463958.1365559376, 359775.6593720097 3463944.983833266, 359715.67807785934 3463943.690175418))"
apartments,,,,,,21.0,levels_x3.5,1031.8,"POLYGON ((359433.20930359524 3463843.288386697, 359428.7595148381 3463856.485766187, 359499.0337868008 3463879.935389743, 359503.4836505916 3463866.7380424556, 359433.20930359524 3463843.288386697))"
apartments,,,,,,21.0,levels_x3.5,595.7,"POLYGON ((359716.6063953823 3463974.6762145255, 359716.3695777664 3463985.4445794006, 359771.66562090896 3463986.634541771, 359771.90249506774 3463975.866180175, 359716.6063953823 3463974.6762145255))"
apartments,,,,,,42.0,levels_x3.5,713.5,"POLYGON ((359183.8183853626 3463792.007738427, 359180.4939448434 3463806.0438142377, 359228.65362184914 3463817.3380595045, 359231.9781214464 3463803.3020009333, 359183.8183853626 3463792.007738427))"
apartments,,,,,,21.0,levels_x3.5,323.4,"POLYGON ((359174.4846340808 3463761.8883707486, 359171.92074495106 3463775.138170549, 359195.4665440671 3463779.6449384294, 359198.0306098892 3463766.4062300767, 359174.4846340808 3463761.8883707486))"
apartments,,,,,,21.0,levels_x3.5,836.2,"POLYGON ((359629.5432656822 3463879.541319741, 359571.06184977875 3463859.4696755186, 359566.6252975634 3463872.24551618, 359625.1066535723 3463892.3171337703, 359629.5432656822 3463879.541319741))"
apartments,,,,,,21.0,levels_x3.5,429.6,"POLYGON ((359820.0805576912 3463979.391041703, 359819.8384111292 3463990.480984804, 359858.5372100436 3463991.3277246067, 359858.77924931084 3463980.2266991334, 359820.0805576912 3463979.391041703))"
apartments,,,,,,21.0,levels_x3.5,395.2,"POLYGON ((359708.228848906 3463882.801761019, 359707.93286480743 3463896.2649871376, 359737.27145090705 3463896.903843867, 359737.5674725114 3463883.4406199227, 359708.228848906 3463882.801761019))"
apartments,,,,,,21.0,levels_x3.5,572.5,"POLYGON ((359769.3531531547 3464005.213513466, 359769.04055010574 3464019.5749822995, 359808.88183985313 3464020.43952548, 359809.19449723605 3464006.078059784, 359769.3531531547 3464005.213513466))"
apartments,,,,,,21.0,levels_x3.5,675.6,"POLYGON ((359765.3879963249 3463860.950799891, 359760.84158928273 3463874.0717029725, 359806.88027196756 3463889.8648435934, 359811.4268755524 3463876.755046725, 359765.3879963249 3463860.950799891))"
apartments,,,,,,21.0,levels_x3.5,394.9,"POLYGON ((359607.0346582552 3463838.677462673, 359579.31931012345 3463829.170038348, 359574.9106935625 3463841.9011531062, 359602.6166437083 3463851.4197769663, 359607.0346582552 3463838.677462673))"
apartments,,,,,,21.0,levels_x3.5,673.3,"POLYGON ((359641.409063598 3463882.708611225, 359641.12449092476 3463895.5951815937, 359693.34540269186 3463896.7261085575, 359693.6300392638 3463883.8395419014, 359641.409063598 3463882.708611225))"
apartments,,,,,,21.0,levels_x3.5,701.8,"POLYGON ((359646.17199211975 3463844.5066029425, 359649.46326814906 3463859.263345882, 359694.7859687652 3463849.2557156016, 359691.4947548866 3463834.4989608475, 359646.17199211975 3463844.5066029425))"
apartments,,,,,,21.0,levels_x3.5,469.3,"POLYGON ((359820.4380138145 3463949.1417274475, 359820.160080994 3463961.828633989, 359857.1353596541 3463962.6318787998, 359857.4133370188 3463949.944974834, 359820.4380138145 3463949.1417274475))"
apartments,,,,,,21.0,levels_x3.5,1028.5,"POLYGON ((359219.542965216 3463771.195331534, 359216.4358975895 3463785.117609265, 359286.8624865047 3463800.681147373, 359289.9697891872 3463786.7699781456, 359219.542965216 3463771.195331534))"
apartments,,,,,,21.0,levels_x3.5,659.8,"POLYGON ((359714.793214855 3463915.242413742, 359714.5315114978 3463926.9978278778, 359770.62781239673 3463928.2103612614, 359770.88957837224 3463916.4549507718, 359714.793214855 3463915.242413742))"
apartments,,,,,,21.0,levels_x3.5,958.5,"POLYGON ((359649.4278543942 3463820.316190787, 359591.71131063136 3463800.511356798, 359586.56925579236 3463815.3476681244, 359644.2858791461 3463835.1635563807, 359649.4278543942 3463820.316190787))"
apartments,,,,,,21.0,levels_x3.5,436.0,"POLYGON ((359822.2432379227 3464007.3117410713, 359821.9684590578 3464019.521878013, 359857.6485168196 3464020.2980713076, 359857.91367115814 3464008.0769791747, 359822.2432379227 3464007.3117410713))"
apartments,,,,,,10.5,levels_x3.5,164.2,"POLYGON ((359312.5081093666 3463772.232422728, 359309.4634258677 3463781.5860970607, 359325.36344874074 3463786.705652965, 359328.40829299315 3463777.3630683767, 359312.5081093666 3463772.232422728))"
apartments,,,,,,24.5,levels_x3.5,657.6,"POLYGON ((359389.51379603747 3463859.6280478714, 359385.42769534816 3463872.2551525296, 359432.6099455097 3463887.377239945, 359436.6960949864 3463874.7501552314, 359389.51379603747 3463859.6280478714))"
apartments,,,,,,21.0,levels_x3.5,789.0,"POLYGON ((359599.5295756442 3463965.0555979847, 359541.88062453934 3463945.272337402, 359537.6367552396 3463957.5023668576, 359595.2951676947 3463977.285474969, 359599.5295756442 3463965.0555979847))"
apartments,,,,,,21.0,levels_x3.5,525.2,"POLYGON ((359717.4181842867 3463844.5627928628, 359712.50533483597 3463858.752942329, 359745.5952020915 3463870.106872358, 359750.5082373589 3463855.9278243105, 359717.4181842867 3463844.5627928628))"
apartments,,,,,,10.5,levels_x3.5,135.4,"POLYGON ((359395.625361519 3463801.3630077424, 359391.72892974736 3463808.965278329, 359405.86665315053 3463816.137437282, 359409.76309190784 3463808.5351721416, 359395.625361519 3463801.3630077424))"
apartments,,,,,,42.0,levels_x3.5,663.2,"POLYGON ((359452.0751078455 3463879.3668833678, 359447.6937369764 3463891.9868289637, 359494.64198516926 3463908.1322995718, 359499.0234035205 3463895.512375088, 359452.0751078455 3463879.3668833678))"
