building,amenity,office,shop,tourism,name,height_m,height_source,area_m2,wkt
yes,,,,,,10.5,default,424.3,"POLYGON ((357743.04175941827 3464214.036294909, 357776.9787429111 3464226.680838308, 357781.10434880736 3464215.7154852804, 357747.1673363573 3464203.070927619, 357743.04175941827 3464214.036294909))"
yes,,,,,,10.5,default,538.8,"POLYGON ((358624.1559947996 3464633.180707573, 358660.06388683745 3464644.637318828, 358664.449699103 3464631.0301847663, 358628.55128433683 3464619.5734289456, 358624.1559947996 3464633.180707573))"
yes,,,,,,10.5,default,644.6,"POLYGON ((357937.54762545356 3464354.9418598777, 357999.1648016933 3464375.22808229, 358002.30240676727 3464365.80617463, 357940.68503329647 3464345.5088474774, 357937.54762545356 3464354.9418598777))"
yes,,,,,,10.5,default,300.6,"POLYGON ((357920.5349092984 3464165.720782627, 357952.26119601046 3464177.508879891, 357955.38528341346 3464169.1958257332, 357923.65897616534 3464157.4077183707, 357920.5349092984 3464165.720782627))"
yes,,,,,,10.5,default,320.7,"POLYGON ((359772.6740813222 3464703.077944146, 359795.5655060675 3464702.960445408, 359795.49260024936 3464688.95889117, 359772.60099678126 3464689.065304222, 359772.6740813222 3464703.077944146))"
yes,,,,,,10.5,default,298.9,"POLYGON ((357896.0488099336 3464266.088699338, 357933.4155310647 3464278.9644494606, 357935.9081265355 3464271.824052032, 357898.53186637454 3464258.948421249, 357896.0488099336 3464266.088699338))"
yes,,,,,,10.5,default,467.8,"POLYGON ((357901.3311988744 3464245.6395922555, 357951.6006426943 3464261.6112783975, 357954.3039712135 3464253.159789627, 357904.0441603442 3464237.1990452716, 357901.3311988744 3464245.6395922555))"
yes,,,,,,10.5,default,544.4,"POLYGON ((357810.7998337004 3464181.6090858933, 357862.0499854732 3464200.372037906, 357865.5121863311 3464191.023298666, 357814.2618468204 3464172.2492437637, 357810.7998337004 3464181.6090858933))"
yes,,,,,,10.5,default,688.6,"POLYGON ((359124.13233585714 3464803.199777914, 359167.7177513959 3464803.0912624416, 359167.67699466774 3464787.2931830166, 359124.0915135151 3464787.401696273, 359124.13233585714 3464803.199777914))"
yes,,,,,,10.5,default,718.2,"POLYGON ((358990.4515222347 3464632.6965227495, 359043.60245970037 3464641.660966381, 359045.84380826127 3464628.5263011376, 358992.692807488 3464619.561843971, 358990.4515222347 3464632.6965227495))"
yes,,,,,新闻学院教学楼,10.5,default,658.6,"POLYGON ((357763.49490693596 3463984.7940318347, 357778.8726141553 3463989.9626980284, 357774.25206616893 3464003.7508038897, 357771.82793176104 3464011.0233530155, 357781.74352849834 3464014.2482598624, 357794.12230235507 3463977.959644886, 357768.19861023664 3463970.117848903, 357763.49490693596 3463984.7940318347))"
yes,,,,,,10.5,default,465.7,"POLYGON ((357846.0049975934 3464094.6327242698, 357880.9684578364 3464105.7337277634, 357884.8506342026 3464093.6519544777, 357849.8869891309 3464082.5398521335, 357846.0049975934 3464094.6327242698))"
yes,,,,,,10.5,default,568.0,"POLYGON ((357797.1354896016 3464004.3165151216, 357840.23241828487 3464019.1764727035, 357844.3281858784 3464007.40222221, 357801.23136680014 3463992.553331275, 357797.1354896016 3464004.3165151216))"
yes,,,,,,10.5,default,476.0,"POLYGON ((357806.95845336164 3463976.821138911, 357848.28780961584 3463990.4966243985, 357851.7553003332 3463980.1278280346, 357810.42590933957 3463966.452327759, 357806.95845336164 3463976.821138911))"
yes,,,,,,10.5,default,2905.8,"POLYGON ((358629.1588884476 3463834.53290653, 358693.1032029274 3463840.190649234, 358697.132180234 3463795.101958604, 358633.1782273832 3463789.45539477, 358629.1588884476 3463834.53290653))"
yes,,,,,,10.5,default,1080.8,"POLYGON ((358383.05128257436 3464371.1036137445, 358450.0428123692 3464394.701360895, 358455.7582474111 3464380.8766351393, 358388.5399616747 3464356.705395858, 358383.05128257436 3464371.1036137445))"
apartments,,,,,,10.5,default,508.0,"POLYGON ((357697.4171163412 3464333.516839173, 357729.45717121125 3464344.5904409233, 357734.3962719746 3464330.4432000844, 357702.3656984918 3464319.3694529957, 357697.4171163412 3464333.516839173))"
yes,,,,,,10.5,default,465.3,"POLYGON ((358885.6974367512 3464344.873570909, 358928.8054559646 3464357.9638249236, 358931.83308350807 3464348.0891587297, 358888.7250289295 3464334.998891119, 358885.6974367512 3464344.873570909))"
yes,,,,,,10.5,default,559.1,"POLYGON ((358805.6961557751 3464388.6450496675, 358851.3428115243 3464402.931448727, 358854.8672977237 3464391.7861795938, 358809.22060004505 3464377.4997638366, 358805.6961557751 3464388.6450496675))"
yes,,,,,,10.5,default,170.8,"POLYGON ((357907.0190310298 3464079.3934272723, 357936.1517616508 3464089.4427215983, 357937.9752733769 3464084.2072323076, 357908.84253055084 3464074.157932526, 357907.0190310298 3464079.3934272723))"
yes,,,,,,10.5,default,443.2,"POLYGON ((357893.9669929774 3464309.1780830356, 357934.409799273 3464322.8658507555, 357937.76086808287 3464313.0419067186, 357897.3275474324 3464299.3539961386, 357893.9669929774 3464309.1780830356))"
yes,,,,,,10.5,default,438.1,"POLYGON ((357838.3973772186 3464096.6316406447, 357851.198246218 3464057.7652340955, 357841.02438025863 3464054.4439824005, 357828.21402562165 3464093.310531374, 357838.3973772186 3464096.6316406447))"
yes,,,,,,10.5,default,322.1,"POLYGON ((357940.10611352616 3464117.1394654852, 357973.58595897345 3464128.360637299, 357976.5057049274 3464119.7177533554, 357943.035353919 3464108.4964426085, 357940.10611352616 3464117.1394654852))"
yes,,,,,,10.5,default,123.0,"POLYGON ((358973.16274031077 3464696.966071984, 358981.98539829114 3464697.5681077223, 358982.9507259694 3464683.6966767763, 358974.118539216 3464683.0947677623, 358973.16274031077 3464696.966071984))"
yes,,,,,,10.5,default,2407.7,"POLYGON ((359015.1212177665 3464463.136655401, 359098.4843256578 3464491.0529275076, 359107.25531894714 3464465.1140825166, 359023.9014048068 3464437.1865224643, 359015.1212177665 3464463.136655401))"
apartments,,,,,,10.5,default,407.9,"POLYGON ((357833.6000474333 3464412.8150547794, 357859.4881827763 3464422.3315513027, 357864.64070295787 3464408.4697428616, 357838.7525395524 3464398.9532327326, 357833.6000474333 3464412.8150547794))"
yes,,,,,,10.5,default,769.9,"POLYGON ((357849.50675213453 3464039.716644561, 357895.71384491725 3464054.3905564784, 357900.5639740562 3464039.2689835806, 357854.36634183285 3464024.5949194916, 357849.50675213453 3464039.716644561))"
yes,,,,,,10.5,default,374.6,"POLYGON ((357836.24159775174 3464245.2574380278, 357889.1359095337 3464263.144543515, 357891.30602068035 3464256.7956661023, 357838.41168185475 3464238.9085488017, 357836.24159775174 3464245.2574380278))"
yes,,,,,,10.5,default,285.1,"POLYGON ((357957.67772104073 3464178.9100962747, 357988.8468572261 3464189.6304224795, 357991.68723668 3464181.4542618813, 357960.5182301423 3464170.7450113585, 357957.67772104073 3464178.9100962747))"
yes,,,,,,10.5,default,630.2,"POLYGON ((357851.6936895495 3463848.3840928082, 357885.8808294316 3463859.0411067046, 357891.1655524543 3463842.261717622, 357856.97821511445 3463831.5936001837, 357851.6936895495 3463848.3840928082))"
yes,,,,,,10.5,default,236.5,"POLYGON ((359770.42105840426 3464677.664033843, 359794.079103202 3464677.924322107, 359794.19292069005 3464667.9225788377, 359770.535001557 3464667.673374249, 359770.42105840426 3464677.664033843))"
yes,,,,,,10.5,default,386.2,"POLYGON ((359236.5206254123 3464609.4689665264, 359271.4653867324 3464620.142316409, 359274.58543963125 3464610.0447826986, 359239.6406490408 3464599.371421473, 359236.5206254123 3464609.4689665264))"
yes,,,,,,10.5,default,1225.5,"POLYGON ((359220.64275928703 3464744.940387841, 359291.05231539515 3464744.8050487554, 359291.01874209463 3464727.399304607, 359220.6090692148 3464727.534639681, 359220.64275928703 3464744.940387841))"
yes,,,,,,10.5,default,733.2,"POLYGON ((358559.23712044454 3464586.659782504, 358598.70568090887 3464598.8442633087, 358603.9888360516 3464581.8989724307, 358564.5297376388 3464569.714341633, 358559.23712044454 3464586.659782504))"
apartments,,,,,,10.5,default,492.4,"POLYGON ((357658.7986741517 3464319.6056562793, 357688.945155981 3464330.028532306, 357694.0306297923 3464315.446898781, 357663.8937808396 3464305.034962674, 357658.7986741517 3464319.6056562793))"
yes,,,,,,10.5,default,413.3,"POLYGON ((357876.27379334334 3464144.9781130287, 357913.0794151495 3464157.861411708, 357916.60911318363 3464147.8687438024, 357879.8129798842 3464134.9853028827, 357876.27379334334 3464144.9781130287))"
yes,,,,,新闻学院综合楼,10.5,default,623.9,"POLYGON ((357789.37922833354 3464029.0676238453, 357836.85303698096 3464044.478018503, 357840.74756187166 3464032.6067107357, 357793.2640391404 3464017.1853411733, 357789.37922833354 3464029.0676238453))"
yes,,,,,,10.5,default,456.4,"POLYGON ((357883.8736962249 3464121.326782453, 357921.62486368744 3464133.7316612625, 357925.23744954704 3464122.8287566183, 357887.4862486317 3464110.423863724, 357883.8736962249 3464121.326782453))"
yes,,,,,,10.5,default,331.1,"POLYGON ((357799.9454245021 3464206.734789127, 357835.88788867276 3464219.1527776397, 357838.75609405874 3464210.9318446615, 357802.8231239937 3464198.5137165696, 357799.9454245021 3464206.734789127))"
yes,,,,,,10.5,default,436.8,"POLYGON ((357873.69098040194 3464360.4964332134, 357915.1882132045 3464374.7352629118, 357918.44977318833 3464365.3338213735, 357876.9523589604 3464351.0838929852, 357873.69098040194 3464360.4964332134))"
yes,,,,,,10.5,default,1207.0,"POLYGON ((359371.8292690504 3464632.577262447, 359441.4341249588 3464632.7198381815, 359441.4683247252 3464615.379721148, 359371.8633538706 3464615.2371410285, 359371.8292690504 3464632.577262447))"
yes,,,,,,10.5,default,631.9,"POLYGON ((358349.0227380325 3464324.787820446, 358387.36991985596 3464337.019964135, 358392.18491240934 3464322.076503774, 358353.84720123315 3464309.8442124645, 358349.0227380325 3464324.787820446))"
yes,,,,,,10.5,default,528.1,"POLYGON ((357841.0017235798 3464223.507128072, 357893.32351080957 3464241.98961757, 357896.52448171424 3464233.03246531, 357844.2025071143 3464214.538873875, 357841.0017235798 3464223.507128072))"
yes,,,,,,10.5,default,683.5,"POLYGON ((358503.54255383974 3464558.5519230203, 358554.11985347304 3464574.954612081, 358558.12451651203 3464562.738416549, 358507.5376490655 3464546.335834911, 358503.54255383974 3464558.5519230203))"
yes,,,,,,10.5,default,512.7,"POLYGON ((357903.0211857747 3464066.0657873093, 357943.1807100101 3464079.8572479202, 357947.138747456 3464068.450770417, 357906.97918651765 3464054.659293474, 357903.0211857747 3464066.0657873093))"
yes,,,,,,10.5,default,683.7,"POLYGON ((359174.51181675144 3464804.330461635, 359217.72158996575 3464804.604146065, 359217.82336819614 3464788.781983731, 359174.6135299022 3464788.508296526, 359174.51181675144 3464804.330461635))"
yes,,,,,,10.5,default,720.7,"POLYGON ((358354.36474063573 3464505.4082364934, 358411.1488064865 3464525.3185806246, 358415.14671028894 3464514.022618935, 358358.3627430325 3464494.1233363026, 358354.36474063573 3464505.4082364934))"
yes,,,,,,10.5,default,2221.9,"POLYGON ((359318.94070660765 3464487.695260041, 359440.0443225789 3464484.9411636884, 359439.60537495615 3464465.678297491, 359323.8536055087 3464469.314083241, 359318.94070660765 3464487.695260041))"
yes,,,,,,10.5,default,632.8,"POLYGON ((358023.31354376173 3464364.5461822306, 358066.02726754005 3464377.2502424144, 358070.11756108084 3464363.6579172807, 358027.40363884147 3464350.942754069, 358023.31354376173 3464364.5461822306))"
yes,,,,,,10.5,default,1669.1,"POLYGON ((358763.77600687026 3463830.1480544065, 358801.41498601093 3463834.2314442103, 358806.22302832396 3463790.407313578, 358768.58389592107 3463786.3239011336, 358763.77600687026 3463830.1480544065))"
yes,,,,,,10.5,default,442.2,"POLYGON ((357780.4933529042 3463770.2887762547, 357816.3293568414 3463781.765829971, 357819.9477431616 3463770.5856465073, 357784.1117064317 3463759.1085793637, 357780.4933529042 3463770.2887762547))"
yes,,,,,,10.5,default,462.8,"POLYGON ((358273.891102071 3464401.93548345, 358306.4107097788 3464412.638463158, 358310.67342077754 3464399.808906087, 358278.1537791727 3464389.10591207, 358273.891102071 3464401.93548345))"
yes,,,,,,17.5,levels_x3.5,1788.1,"POLYGON ((358767.36564512225 3464304.757397887, 358874.3762466538 3464339.715289338, 358879.35178046214 3464324.625799415, 358772.34119664057 3464289.678937732, 358767.36564512225 3464304.757397887))"
yes,,,,,,10.5,default,665.1,"POLYGON ((357892.62580251065 3464093.480126971, 357933.7939160726 3464107.945269908, 357938.89222063584 3464093.574257819, 357897.7146923011 3464079.120307045, 357892.62580251065 3464093.480126971))"
yes,,,,,,10.5,default,829.6,"POLYGON ((357948.20286095235 3464327.0472958605, 358008.3933013083 3464348.8163550044, 358012.8455204931 3464336.6493050996, 357952.64535480813 3464314.869262655, 357948.20286095235 3464327.0472958605))"
yes,,,,,,10.5,default,2166.6,"POLYGON ((359656.3551102894 3464612.170158352, 359692.01347918157 3464611.4714462124, 359690.8205067066 3464550.7432376724, 359655.1524138034 3464551.442073674, 359656.3551102894 3464612.170158352))"
yes,,,,,,10.5,default,274.1,"POLYGON ((357960.26985406474 3464037.773199731, 357987.62989745504 3464046.2612231676, 357990.49549159256 3464037.131259357, 357963.13542757765 3464028.6432277723, 357960.26985406474 3464037.773199731))"
yes,,,,,,10.5,default,337.8,"POLYGON ((357928.38513245794 3464056.498102339, 357950.0656764101 3464063.854467213, 357954.8556406732 3464049.908938961, 357933.1654044469 3464042.541607495, 357928.38513245794 3464056.498102339))"
yes,,,,,,10.5,default,1045.5,"POLYGON ((358779.33214712783 3463903.776517425, 358784.71786149475 3463842.760113582, 358767.71457092627 3463841.2704996467, 358762.32895360637 3463902.2869156557, 358779.33214712783 3463903.776517425))"
yes,,,,,,10.5,default,1123.2,"POLYGON ((358695.53267178015 3463845.989572282, 358716.29708444304 3463847.5392969176, 358720.3517755696 3463793.7471645437, 358699.5872580458 3463792.197428152, 358695.53267178015 3463845.989572282))"
yes,,,,,,10.5,default,794.5,"POLYGON ((357915.1714616423 3464407.940500621, 357977.57553094206 3464430.8213285063, 357981.7264999604 3464419.611804279, 357919.32237588544 3464396.730949962, 357915.1714616423 3464407.940500621))"
yes,,,,,,10.5,default,607.1,"POLYGON ((358001.95336826425 3464414.5706906486, 358048.1845071401 3464426.938806426, 358051.4934285826 3464414.6985469363, 358005.2620913336 3464402.3193301833, 358001.95336826425 3464414.5706906486))"
yes,,,,,,10.5,default,617.6,"POLYGON ((358494.97247569275 3464616.2079436984, 358537.5239782309 3464629.7142833117, 358541.75367629674 3464616.5415804707, 358499.1926103984 3464603.035350579, 358494.97247569275 3464616.2079436984))"
yes,,,,,,10.5,default,771.7,"POLYGON ((357973.53734642465 3464103.670975252, 358025.3025370843 3464121.097338079, 358029.8527545212 3464107.720517596, 357978.0875080177 3464090.2941305153, 357973.53734642465 3464103.670975252))"
yes,,,,,,10.5,default,413.3,"POLYGON ((357878.85257938586 3464176.5295132804, 357914.9071491454 3464188.791038292, 357918.43323407986 3464178.5323355673, 357882.37848444836 3464166.2597126993, 357878.85257938586 3464176.5295132804))"
yes,,,,,,10.5,default,481.8,"POLYGON ((357837.2253031733 3464117.62377386, 357872.0075023889 3464129.403496032, 357876.2563483658 3464116.9841470327, 357841.47426456085 3464105.215494431, 357837.2253031733 3464117.62377386))"
yes,,,,,,10.5,default,288.1,"POLYGON ((358990.60954321024 3464607.6272299024, 359018.16191260505 3464613.6096363766, 359020.3600363734 3464603.635272466, 358992.80749371275 3464597.641774642, 358990.60954321024 3464607.6272299024))"
yes,,,,,,10.5,default,449.7,"POLYGON ((357885.66771619476 3464338.8146854304, 357923.1794859363 3464350.468873886, 357926.6108496254 3464339.546243042, 357889.09904606175 3464327.89204121, 357885.66771619476 3464338.8146854304))"
yes,,,,,,10.5,default,971.4,"POLYGON ((358707.4378354887 3464659.309990927, 358773.85484922794 3464661.6419038884, 358774.37211524206 3464647.0336590665, 358707.9550095672 3464644.70173952, 358707.4378354887 3464659.309990927))"
apartments,,,,,,10.5,default,468.5,"POLYGON ((357789.60498042044 3464396.8919488383, 357826.1231324633 3464409.6901106564, 357830.1664054672 3464398.271329042, 357793.6483704818 3464385.484236867, 357789.60498042044 3464396.8919488383))"
yes,,,,,,10.5,default,486.2,"POLYGON ((357871.07408605865 3463989.5116605307, 357910.63008592505 3464001.5927314316, 357914.09544295503 3463990.3592162114, 357874.5394062434 3463978.278131035, 357871.07408605865 3463989.5116605307))"
yes,,,,,,10.5,default,88.9,"POLYGON ((358961.8056451369 3464716.010604875, 358972.9060960392 3464718.943489079, 358974.9092640008 3464711.4662537426, 358963.8086569638 3464708.522282421, 358963.5005698737 3464709.6794480355, 358961.8056451369 3464716.010604875))"
